account_id,t,h,action,regime
8,6,1.4359406092974514,stay,0
8,7,1.5517665836991439,stay,0
8,8,1.5854802044447784,stay,0
8,9,1.5719614183361879,deleverage,1
8,10,1.5719614183361879,stay,1
8,11,1.0,stay,0
8,12,1.0,stay,1
8,13,1.0,deleverage,1
9,0,1.7928821626744986,deleverage,0
9,1,1.7928821626744986,stay,0
9,2,1.7612264579351968,stay,0
9,3,2.0,deleverage,1
9,4,2.0,stay,1
9,5,1.1204006876293147,stay,1
9,6,1.0,stay,1
9,7,1.0,deleverage,0
9,8,1.5,stay,1
9,9,1.2609674163711657,stay,1
9,10,1.0,stay,1
9,11,1.0,stay,1
9,12,1.0,stay,0
9,13,1.008320512364189,deleverage,1
10,0,1.325123125946192,stay,0
10,1,1.2826960445747462,stay,1
10,2,1.5351190111948616,stay,1
10,3,1.3077996176257383,stay,1
10,4,1.0,stay,1
10,5,1.0,stay,1
10,6,1.0,stay,0
10,7,1.0,deleverage,1
10,8,1.5,stay,0
10,9,1.5317669041320294,stay,1
10,10,1.3476722733194877,stay,1
10,11,1.0,deleverage,1
10,12,1.5,stay,1
10,13,1.5363494955719816,stay,1
11,0,1.2847902291961866,stay,0
11,1,1.3536042378998514,stay,1
11,2,1.0,stay,1
11,3,1.0,deleverage,1
11,4,1.5,stay,0
11,5,1.4289555176634023,stay,1
11,6,1.0,stay,0
11,7,1.0,stay,1
11,8,1.0,stay,1
11,9,1.0,stay,1
11,10,1.0,deleverage,0
11,11,1.5,stay,0
11,12,1.56671009765896,stay,1
11,13,1.16834176497789,stay,0
12,0,1.6645829180155525,stay,0
12,1,1.8550151324704542,stay,1
12,2,1.8371855654028177,stay,1
12,3,1.3509490935212085,stay,1
12,4,1.0771373701896156,deleverage,1
12,5,1.5,deleverage,1
12,6,1.5,stay,0
12,7,1.7395830714912568,stay,0
12,8,1.681896819343255,stay,1
12,9,1.4983809969543174,stay,1
12,10,1.169903961474035,stay,0
12,11,1.2713855025717316,stay,0
12,12,1.3604930267004385,stay,1
12,13,1.0,stay,1
13,0,1.8279380130837763,stay,0
13,1,1.841888006740038,stay,1
13,2,1.0,deleverage,1
13,3,1.5,stay,1
13,4,1.4294053584694904,stay,0
13,5,1.314328033022781,stay,1
13,6,1.0,stay,1
13,7,1.0,deleverage,1
13,8,1.5,stay,1
13,9,1.0,stay,1
13,10,1.0,stay,0
13,11,1.0,deleverage,0
13,12,1.5,deleverage,1
13,13,1.5,stay,1
14,0,1.2690862511618184,deleverage,0
14,1,1.5,stay,0
14,2,1.575130683642982,stay,0
14,3,1.6885317322930062,stay,1
14,4,1.0297025082664317,stay,0
14,5,1.0,deleverage,1
14,6,1.5,stay,1
14,7,1.1716449464002672,stay,1
14,8,1.0310709007704921,stay,0
14,9,1.0204823404365164,stay,0
14,10,1.0093999229112458,stay,0
14,11,1.0,stay,1
14,12,1.0,stay,1
14,13,1.0,deleverage,1
15,0,1.2975322268637377,deleverage,0
15,1,1.5,stay,0
15,2,1.4619680340059042,stay,0
15,3,1.3856513210826977,deleverage,1
15,4,1.5,deleverage,1
15,5,1.5,stay,0
15,6,1.3894922486647754,deleverage,0
15,7,1.5,stay,1
15,8,1.0,deleverage,0
15,9,1.5,deleverage,1
15,10,1.5,deleverage,0
15,11,1.5,deleverage,0
15,12,1.5,stay,0
15,13,1.5449923823225908,stay,0
16,0,1.6781160305857978,stay,0
16,1,1.6502123257737926,stay,0
16,2,1.8498372203596547,stay,1
16,3,1.0,stay,1
16,4,1.0,stay,1
16,5,1.0,deleverage,1
16,6,1.5,deleverage,1
16,7,1.5,stay,1
16,8,1.3463730505017946,stay,1
16,9,1.0,stay,1
16,10,1.0,stay,1
16,11,1.0,stay,1
16,12,1.0,stay,1
16,13,1.0,stay,1
17,0,1.4941427584187692,stay,0
17,1,1.5633955996376125,stay,0
17,2,1.6589883404530015,deleverage,1
17,3,1.6589883404530015,deleverage,1
17,4,1.6589883404530015,stay,1
17,5,1.120707988150954,deleverage,1
17,6,1.5,stay,1
17,7,1.403824819161812,stay,1
17,8,1.1800523294863914,deleverage,1
17,9,1.5,stay,1
17,10,1.0,stay,1
17,11,1.0,stay,1
17,12,1.0,deleverage,1
17,13,1.5,stay,1
18,0,1.4381090526641818,deleverage,0
18,1,1.5,stay,1
18,2,1.0,stay,1
18,3,1.0,stay,1
18,4,1.0,stay,0
18,5,1.0,stay,1
18,6,1.0,deleverage,1
18,7,1.5,stay,1
18,8,1.0,stay,1
18,9,1.0,deleverage,1
18,10,1.5,stay,0
18,11,1.4943360416808145,stay,0
18,12,1.397289829080578,deleverage,1
18,13,1.5,deleverage,1
19,0,1.557344058803686,stay,0
19,1,1.6832679774191672,stay,1
19,2,1.0750160306375824,stay,1
19,3,1.0,deleverage,1
19,4,1.5,stay,0
19,5,1.6352247742298562,deleverage,1
19,6,1.6352247742298562,stay,1
19,7,1.044767740675052,stay,1
19,8,1.0,stay,1
19,9,1.0,stay,1
19,10,1.0,deleverage,1
19,11,1.5,deleverage,1
19,12,1.5,stay,1
19,13,1.0,stay,1
20,0,1.206833068001803,stay,0
20,1,1.2263623516969848,deleverage,1
20,2,1.5,stay,0
20,3,1.432111000332796,stay,1
20,4,1.0,stay,0
20,5,1.1269719955345168,stay,1
20,6,1.0,stay,0
20,7,1.0,stay,1
20,8,1.0,deleverage,0
20,9,1.5,stay,0
20,10,1.4866570957576903,stay,1
20,11,1.0,stay,1
20,12,1.0,stay,1
20,13,1.0,stay,1
21,0,1.7381622025764192,stay,0
21,1,1.7091014163869798,stay,1
21,2,1.0,stay,1
21,3,1.0,stay,1
21,4,1.0,stay,1
21,5,1.0999805140696046,stay,1
21,6,1.0,deleverage,0
21,7,1.5,deleverage,1
21,8,1.5,stay,0
21,9,1.477270463240845,stay,1
21,10,1.1602632794534884,stay,1
21,11,1.1319142585892248,stay,1
21,12,1.0,stay,1
21,13,1.0,deleverage,1
22,0,1.4602971016899264,stay,0
22,1,1.5725063356133875,stay,1
22,2,1.0,stay,0
22,3,1.0283368953992453,stay,1
22,4,1.0,stay,1
22,5,1.0,stay,1
22,6,1.0,stay,1
22,7,1.0,stay,1
22,8,1.0,stay,0
22,9,1.0,stay,0
22,10,1.0,stay,0
22,11,1.0,stay,0
22,12,1.0150101881491167,stay,1
22,13,1.0,stay,1
23,0,1.1955987589633414,stay,0
23,1,1.293032053378176,stay,1
23,2,1.0,stay,0
23,3,1.0077426445395135,stay,1
23,4,1.0,deleverage,1
23,5,1.5,deleverage,1
23,6,1.5,stay,0
23,7,1.4118724853901523,stay,1
23,8,1.0,deleverage,0
23,9,1.5,stay,0
23,10,1.3739595661950736,stay,1
23,11,1.0,deleverage,1
23,12,1.5,stay,1
23,13,1.0,deleverage,1
24,0,1.7639810951005936,stay,0
24,1,1.5470667712473956,stay,1
24,2,1.1272105430893797,deleverage,1
24,3,1.5,stay,0
24,4,1.469207343935806,stay,1
24,5,1.1732266110026635,deleverage,1
24,6,1.5,stay,1
24,7,1.0,stay,1
24,8,1.0,stay,1
24,9,1.0,deleverage,1
24,10,1.5,deleverage,1
24,11,1.5,deleverage,0
24,12,1.5,deleverage,1
24,13,1.5,deleverage,0
25,0,1.132335700820536,stay,0
25,1,1.1481064359845998,stay,1
25,2,1.0,stay,1
25,3,1.0,stay,1
25,4,1.0,stay,0
25,5,1.0500410269703553,stay,1
25,6,1.0,stay,0
25,7,1.0814719088206421,deleverage,1
25,8,1.5,deleverage,1
25,9,1.5,stay,1
25,10,1.0,deleverage,1
25,11,1.5,stay,1
25,12,1.0114861898387537,deleverage,0
25,13,1.5,stay,1
26,0,1.3037330673031502,deleverage,0
26,1,1.5,deleverage,0
26,2,1.5,deleverage,1
26,3,1.5,stay,1
26,4,1.0,stay,1
26,5,1.0,stay,1
26,6,1.0,deleverage,1
26,7,1.5,stay,0
26,8,1.4484765418630827,stay,1
26,9,1.0,stay,1
26,10,1.0,stay,0
26,11,1.0450080971392353,deleverage,1
26,12,1.5,deleverage,1
26,13,1.5,stay,0
27,0,1.5262763682510323,deleverage,0
27,1,1.5262763682510323,stay,1
27,2,1.1480596042802964,stay,1
27,3,1.0,deleverage,1
27,4,1.5,stay,1
27,5,1.1002523733512461,stay,1
27,6,1.0,deleverage,1
27,7,1.5,deleverage,1
27,8,1.5,stay,0
27,9,1.569559449109911,stay,1
27,10,1.0,stay,1
27,11,1.0,stay,1
27,12,1.0,deleverage,1
27,13,1.5,stay,1
28,0,1.4766509244044828,stay,0
28,1,1.455715162326842,deleverage,1
28,2,1.5,stay,1
28,3,1.0,stay,1
28,4,1.0,stay,1
28,5,1.0,stay,1
28,6,1.0,stay,0
28,7,1.0161819535557064,deleverage,0
28,8,1.5,stay,0
28,9,1.4474906622277,stay,0
28,10,1.4167397514028632,stay,1
28,11,1.0,deleverage,0
28,12,1.5,stay,1
28,13,1.0,stay,1
29,0,1.5468842114594445,stay,0
29,1,1.5562595260529897,stay,1
29,2,1.0,stay,1
29,3,1.0,stay,1
29,4,1.0,stay,1
29,5,1.0,stay,0
29,6,1.1074982431494078,deleverage,1
29,7,1.5,stay,1
29,8,1.0935428148526742,stay,1
29,9,1.0,deleverage,0
29,10,1.5,stay,0
29,11,1.2828236238636412,stay,0
29,12,1.2484444034157283,stay,0
29,13,1.2426830047567827,stay,1
30,0,1.088927630549572,stay,0
30,1,1.1098959785161446,stay,1
30,2,1.0,stay,0
30,3,1.0657020209370367,stay,1
30,4,1.0,stay,1
30,5,1.0,deleverage,0
30,6,1.5,stay,1
30,7,1.0,stay,1
30,8,1.0,deleverage,1
30,9,1.5,stay,1
30,10,1.169477435777563,stay,1
30,11,1.0,stay,1
30,12,1.0,stay,1
30,13,1.0,stay,1
31,0,1.8062985466975066,stay,0
31,1,1.6865304644542827,stay,0
31,2,1.956094489642363,stay,1
31,3,1.2626074834277987,stay,1
31,4,1.6779672949515367,stay,0
31,5,1.6983099488639075,stay,1
31,6,1.1650019765516655,stay,1
31,7,1.0,stay,0
31,8,1.0167027283311145,stay,1
31,9,1.0,stay,1
31,10,1.1367218998971578,stay,1
31,11,1.0,stay,1
31,12,1.0,stay,1
31,13,1.0,stay,1
32,0,1.5319504871518164,stay,0
32,1,1.4940003465410794,stay,0
32,2,1.4727519855283229,stay,1
32,3,1.0079942020956472,deleverage,1
32,4,1.5,stay,1
32,5,1.0,deleverage,1
32,6,1.5,deleverage,1
32,7,1.5,stay,1
32,8,1.077084373058231,stay,1
32,9,1.0341296321885172,stay,0
32,10,1.0,stay,1
32,11,1.0,stay,1
32,12,1.0,stay,1
32,13,1.0,deleverage,0
33,0,1.3177308394255174,stay,0
33,1,1.2569879140870222,stay,1
33,2,1.0,stay,1
33,3,1.0,stay,0
33,4,1.0573660447969753,stay,1
33,5,1.0,deleverage,1
33,6,1.5,stay,0
33,7,1.5213677715025602,stay,1
33,8,1.1527809478967064,deleverage,0
33,9,1.5,stay,0
33,10,1.4571287329882652,stay,1
33,11,1.0,deleverage,0
33,12,1.5,deleverage,1
33,13,1.5,stay,1
34,0,1.1675598610106463,stay,0
34,1,1.2201743531527423,deleverage,1
34,2,1.5,stay,0
34,3,1.49010479091284,deleverage,1
34,4,1.5,stay,0
34,5,1.518133898034434,stay,1
34,6,1.0137534755350606,stay,1
34,7,1.0,deleverage,1
34,8,1.5,stay,1
34,9,1.611171906851573,stay,1
34,10,1.0,stay,1
34,11,1.0,stay,1
34,12,1.0,stay,1
34,13,1.0,deleverage,0
35,0,1.4162111998435984,stay,0
35,1,1.490298770046116,stay,1
35,2,1.0,stay,1
35,3,1.0,stay,1
35,4,1.0,deleverage,1
35,5,1.5,stay,1
35,6,1.4968455899544848,stay,0
35,7,1.3873960144575848,stay,0
35,8,1.3804547682090644,stay,1
35,9,1.1664410994046228,stay,0
35,10,1.09968964920363,stay,1
35,11,1.0,deleverage,1
35,12,1.5,stay,0
35,13,1.6167273447823676,stay,1
36,0,1.173051002265392,deleverage,0
36,1,1.5,stay,1
36,2,1.0191860836575364,stay,0
36,3,1.0,stay,1
36,4,1.0,deleverage,0
36,5,1.5,deleverage,1
36,6,1.5,stay,0
36,7,1.4634213690095637,stay,1
36,8,1.064425953375332,deleverage,1
36,9,1.5,deleverage,1
36,10,1.5,stay,1
36,11,1.0,deleverage,1
36,12,1.5,stay,1
36,13,1.0264069458539737,stay,1
37,0,1.092161418840821,stay,0
37,1,1.1143597589944325,stay,0
37,2,1.114578790888759,stay,1
37,3,1.0,deleverage,1
37,4,1.5,stay,1
37,5,1.0,stay,0
37,6,1.0,stay,1
37,7,1.0,stay,1
37,8,1.0,stay,1
37,9,1.0,stay,1
37,10,1.0,stay,1
37,11,1.0,stay,0
37,12,1.0,stay,1
37,13,1.0,stay,1
38,0,1.0938333949599375,deleverage,0
38,1,1.5,stay,0
38,2,1.5687218642801612,stay,0
38,3,1.462229439733692,stay,1
38,4,1.0,stay,1
38,5,1.0,stay,1
38,6,1.0,stay,1
38,7,1.0,stay,0
38,8,1.00817399809896,stay,1
38,9,1.0,stay,1
38,10,1.0,stay,1
38,11,1.0,stay,1
38,12,1.0,stay,1
38,13,1.0,deleverage,1
39,0,1.1269862229540835,stay,0
39,1,1.221093067786792,stay,1
39,2,1.0,stay,1
39,3,1.0,deleverage,0
39,4,1.5,stay,0
39,5,1.4717931252658676,stay,1
39,6,1.188121431889337,stay,1
39,7,1.0083359936225313,stay,1
39,8,1.0,stay,0
39,9,1.0,stay,1
39,10,1.0,stay,1
39,11,1.0,stay,0
39,12,1.0,deleverage,1
39,13,1.5,stay,1
40,0,1.178736994187978,deleverage,0
40,1,1.5,stay,1
40,2,1.101160339132242,stay,1
40,3,1.0,deleverage,1
40,4,1.5,stay,0
40,5,1.5593637472900335,stay,1
40,6,1.5667223349544939,stay,1
40,7,1.1123847806267433,deleverage,1
40,8,1.5,stay,0
40,9,1.5277011259723974,deleverage,1
40,10,1.5277011259723974,stay,1
40,11,1.0,stay,1
40,12,1.0,deleverage,1
40,13,1.5,stay,1
41,0,1.8664775555986564,stay,0
41,1,2.0,stay,1
41,2,1.4085437062887465,stay,0
41,3,1.345727555007931,stay,0
41,4,1.2803243712838133,deleverage,1
41,5,1.5,stay,1
41,6,1.4150335066980995,stay,0
41,7,1.3941775981618791,stay,1
41,8,1.0,stay,1
41,9,1.0,stay,1
41,10,1.0,stay,0
41,11,1.1350359645772938,stay,1
41,12,1.0,stay,1
41,13,1.0,stay,0
42,0,1.3585147261769295,deleverage,0
42,1,1.5,stay,1
42,2,1.217324282240214,stay,0
42,3,1.2917720801308008,stay,1
42,4,1.0,deleverage,1
42,5,1.5,deleverage,1
42,6,1.5,stay,0
42,7,1.5084003382331692,deleverage,1
42,8,1.5084003382331692,stay,0
42,9,1.6112411361699785,stay,1
42,10,1.0,stay,1
42,11,1.0,stay,1
42,12,1.0,stay,1
42,13,1.0,stay,1
43,0,1.6781727195593934,stay,0
43,1,1.6473196456608028,stay,0
43,2,1.7348187787678815,stay,1
43,3,1.6191389924920896,stay,1
43,4,1.707359555593968,stay,1
43,5,1.2206742272083762,stay,1
43,6,1.0,stay,0
43,7,1.0,stay,0
43,8,1.061164318313649,deleverage,1
43,9,1.5,stay,1
43,10,1.0660085000312642,stay,1
43,11,1.0,stay,1
43,12,1.0,stay,1
43,13,1.0,stay,1
44,0,1.7903162594889537,stay,0
44,1,1.888498721280381,stay,1
44,2,1.5078077048262701,deleverage,1
44,3,1.5078077048262701,stay,0
44,4,1.6095918065826105,deleverage,1
44,5,1.6095918065826105,stay,1
44,6,1.017348983226024,deleverage,0
44,7,1.5,stay,0
44,8,1.4736705843590014,stay,1
44,9,1.0608614254643869,stay,1
44,10,1.0,stay,1
44,11,1.0,stay,1
44,12,1.0,stay,0
44,13,1.0136488662038907,stay,1
45,0,1.5182216376069173,deleverage,0
45,1,1.5182216376069173,stay,1
45,2,1.184184297577425,stay,1
45,3,1.0,deleverage,1
45,4,1.5,stay,1
45,5,1.231951451797865,stay,1
45,6,1.0,stay,1
45,7,1.0,stay,0
45,8,1.0,stay,0
45,9,1.0,stay,1
45,10,1.0,stay,1
45,11,1.0,deleverage,1
45,12,1.5,stay,1
45,13,1.0,stay,1
46,0,1.0357381612201786,deleverage,0
46,1,1.5,stay,0
46,2,1.3906704734627824,stay,1
46,3,1.0,deleverage,1
46,4,1.5,stay,1
46,5,1.0,stay,0
46,6,1.0,deleverage,1
46,7,1.5,stay,1
46,8,1.0,deleverage,1
46,9,1.5,stay,1
46,10,1.0,stay,1
46,11,1.0,stay,1
46,12,1.0,stay,0
46,13,1.0,deleverage,1
47,0,1.7959572904941647,stay,0
47,1,1.8352683738355022,stay,0
47,2,1.8360863429344236,stay,1
47,3,1.8528479099471442,stay,1
47,4,1.0,stay,1
47,5,1.0,stay,1
47,6,1.0,stay,1
47,7,1.0,stay,1
47,8,1.0,stay,1
47,9,1.0,stay,1
47,10,1.0,stay,0
47,11,1.0365053104084399,stay,1
47,12,1.0,deleverage,0
47,13,1.5,stay,0
48,0,1.3808467210786994,stay,0
48,1,1.3794051845681716,stay,1
48,2,1.0,stay,1
48,3,1.0,deleverage,1
48,4,1.5,deleverage,1
48,5,1.5,deleverage,1
48,6,1.5,deleverage,1
48,7,1.5,stay,1
48,8,1.0,stay,0
48,9,1.0,stay,1
48,10,1.0,stay,1
48,11,1.0,stay,0
48,12,1.056897674862571,stay,1
48,13,1.0,deleverage,1
49,0,1.3630185056365294,stay,0
49,1,1.2750736483406373,stay,0
49,2,1.218526362736131,deleverage,1
49,3,1.5,stay,1
49,4,1.2657533731163841,stay,1
49,5,1.0,stay,1
49,6,1.0,stay,1
49,7,1.0,stay,1
49,8,1.0,stay,1
49,9,1.0,stay,0
49,10,1.0210071370920695,stay,1
49,11,1.0,stay,0
49,12,1.0070798882036252,deleverage,1
49,13,1.5,stay,1
50,0,1.3777849639110764,stay,0
50,1,1.291550436149469,stay,0
50,2,1.1787892034717928,deleverage,1
50,3,1.5,deleverage,1
50,4,1.5,deleverage,1
50,5,1.5,stay,1
50,6,1.0948370669137555,stay,0
50,7,1.079394000559612,stay,1
50,8,1.0,stay,0
50,9,1.0462891740849585,stay,0
50,10,1.0271967141080913,stay,0
50,11,1.029745213240054,deleverage,1
50,12,1.5,stay,1
50,13,1.1560012063208018,stay,1
51,0,1.8986943140508674,stay,0
51,1,2.0,deleverage,1
51,2,2.0,stay,0
51,3,1.9576100647976868,stay,0
51,4,2.0,stay,0
51,5,2.0,deleverage,1
51,6,2.0,stay,1
51,7,1.4103441907320702,deleverage,0
51,8,1.5,stay,1
51,9,1.1728155715829351,stay,1
51,10,1.0,stay,1
51,11,1.0,deleverage,1
51,12,1.5,stay,1
51,13,1.258797899473301,stay,1
52,0,1.3339419075329628,stay,0
52,1,1.30185762694823,stay,0
52,2,1.3544290470054132,stay,1
52,3,1.0,stay,1
52,4,1.0,stay,1
52,5,1.0,deleverage,0
52,6,1.5,stay,1
52,7,1.261917666026509,stay,1
52,8,1.0,stay,1
52,9,1.0,deleverage,1
52,10,1.5,deleverage,1
52,11,1.5,stay,0
52,12,1.4520350214278135,stay,1
52,13,1.0,deleverage,0
53,0,1.2798149440138504,stay,0
53,1,1.355325037856559,deleverage,0
53,2,1.5,deleverage,1
53,3,1.5,stay,1
53,4,1.3492197949208167,stay,1
53,5,1.0,deleverage,1
53,6,1.5,stay,1
53,7,1.0,stay,1
53,8,1.0,stay,1
53,9,1.0,stay,0
53,10,1.0140906676510693,deleverage,1
53,11,1.5,stay,1
53,12,1.300520927661856,deleverage,1
53,13,1.5,stay,1
54,0,1.4974961545007845,stay,0
54,1,1.5562257757500306,stay,0
54,2,1.515285294101644,stay,1
54,3,1.133876512276994,stay,1
54,4,1.0,stay,0
54,5,1.1235614184489824,deleverage,1
54,6,1.5,stay,1
54,7,1.0,stay,1
54,8,1.0,stay,1
54,9,1.0,stay,1
54,10,1.0,deleverage,0
54,11,1.5,stay,1
54,12,1.4623349737481566,stay,1
54,13,1.1767902700836423,stay,1
55,0,1.9945930369986797,stay,0
55,1,2.0,stay,1
55,2,1.6899962479609179,stay,1
55,3,1.0,deleverage,0
55,4,1.5,deleverage,1
55,5,1.5,stay,1
55,6,1.2263035827643054,stay,1
55,7,1.0386180991945368,deleverage,0
55,8,1.5,deleverage,0
55,9,1.5,stay,1
55,10,1.0,stay,0
55,11,1.0,deleverage,1
55,12,1.5,stay,1
55,13,1.1922741436647424,deleverage,1
56,0,1.4953016552968965,stay,0
56,1,1.45801920060451,stay,0
56,2,1.3934723657196337,stay,0
56,3,1.3657654979506995,stay,0
56,4,1.4288367933609647,deleverage,1
56,5,1.5,stay,0
56,6,1.4944314049492182,deleverage,0
56,7,1.5,stay,0
56,8,1.44107073185151,stay,1
56,9,1.148884866486973,stay,0
56,10,1.0939602646595599,stay,1
56,11,1.0,stay,1
56,12,1.0,deleverage,0
56,13,1.5,stay,0
57,0,1.4849371824621895,stay,0
57,1,1.3858216833749772,stay,0
57,2,1.4304320943121764,stay,1
57,3,1.0,stay,1
57,4,1.0,deleverage,1
57,5,1.5,deleverage,1
57,6,1.5,stay,0
57,7,1.3620033762325927,stay,1
57,8,1.1812652841224027,deleverage,0
57,9,1.5,deleverage,1
57,10,1.5,stay,1
57,11,1.0821640516329887,stay,0
57,12,1.0174966646193802,stay,0
57,13,1.1120818042664353,stay,1
58,0,1.1509038362641066,stay,0
58,1,1.2073007455664362,stay,1
58,2,1.0,deleverage,0
58,3,1.5,stay,1
58,4,1.0,stay,1
58,5,1.0,stay,1
58,6,1.0,stay,1
58,7,1.0,stay,1
58,8,1.0,stay,1
58,9,1.0,deleverage,1
58,10,1.5,stay,1
58,11,1.0,stay,1
58,12,1.0,stay,1
58,13,1.0,stay,1
59,0,1.5967886466646724,stay,0
59,1,1.5796602554857964,stay,1
59,2,1.341490657051791,stay,0
59,3,1.3654927043444696,stay,1
59,4,1.0,stay,1
59,5,1.2009405316681918,stay,1
59,6,1.0,stay,1
59,7,1.0,stay,0
59,8,1.0,stay,0
59,9,1.0016238831256667,deleverage,1
59,10,1.5,deleverage,0
59,11,1.5,deleverage,0
59,12,1.5,deleverage,1
59,13,1.5,stay,1
60,0,1.5621431131491328,stay,0
60,1,1.5157207056114201,deleverage,1
60,2,1.5157207056114201,stay,1
60,3,1.0,stay,1
60,4,1.0,stay,1
60,5,1.0,stay,0
60,6,1.0,deleverage,0
60,7,1.5,deleverage,1
60,8,1.5,deleverage,1
60,9,1.5,stay,1
60,10,1.5969622395422731,stay,0
60,11,1.577319730765357,stay,1
60,12,1.3304432291509347,stay,0
60,13,1.3704808669324533,stay,1
61,0,1.787855743063976,stay,0
61,1,1.6968113227317887,stay,1
61,2,1.26236009694292,stay,0
61,3,1.161037344113549,stay,1
61,4,1.0,stay,1
61,5,1.0,stay,0
61,6,1.0,deleverage,0
61,7,1.5,stay,1
61,8,1.0235112513675497,stay,0
61,9,1.0,deleverage,0
61,10,1.5,stay,0
61,11,1.4655298739793028,stay,1
61,12,1.0545929486145311,deleverage,0
61,13,1.5,deleverage,1
62,0,1.6176078296192862,deleverage,0
62,1,1.6176078296192862,stay,1
62,2,1.0,stay,1
62,3,1.0,deleverage,1
62,4,1.5,stay,1
62,5,1.1388516755849405,stay,1
62,6,1.0,stay,1
62,7,1.0000982821705058,deleverage,1
62,8,1.5,stay,0
62,9,1.5234482586355271,stay,1
62,10,1.248997075997967,stay,1
62,11,1.0,deleverage,0
62,12,1.5,stay,0
62,13,1.4366337463263137,deleverage,1
63,0,1.364709541740749,stay,0
63,1,1.3868529932455136,stay,1
63,2,1.0,stay,1
63,3,1.0,stay,1
63,4,1.0,deleverage,1
63,5,1.5,stay,1
63,6,1.0,stay,1
63,7,1.0,stay,1
63,8,1.0,deleverage,1
63,9,1.5,deleverage,0
63,10,1.5,deleverage,1
63,11,1.5,deleverage,0
63,12,1.5,stay,0
63,13,1.5177182123930144,deleverage,0
64,0,1.3192379920839628,stay,0
64,1,1.347180454183259,stay,0
64,2,1.2378770988070078,stay,1
64,3,1.0768319807574258,deleverage,0
64,4,1.5,stay,1
64,5,1.0567305651409358,stay,1
64,6,1.1117175319357617,stay,1
64,7,1.0,stay,1
64,8,1.0,stay,1
64,9,1.0,stay,1
64,10,1.0,stay,1
64,11,1.0,stay,1
64,12,1.0,stay,0
64,13,1.0227512122013915,deleverage,0
65,0,1.574238083908746,stay,0
65,1,1.6049212520578573,stay,1
65,2,1.0,deleverage,1
65,3,1.5,stay,1
65,4,1.0,stay,1
65,5,1.0,stay,0
